pet_id,name,species,breed,dob,owner_id
pet_79b053d6,Melissa,Bird,Finch,2024-03-08,user_d9f5c2de
pet_02a0bfe5,Shelia,Bird,Macaw,2011-12-25,user_a2238633
pet_32a2c266,Arthur,Rabbit,Holland Lop,2018-09-24,user_efbff446
pet_d5570a4d,Michael,Rabbit,Mini Rex,2013-07-13,user_8d76e47d
pet_6db2963c,Robert,Cat,Bengal,2024-12-03,user_02f84f0d
pet_ba8fe76e,Robin,Bird,Cockatiel,2023-06-26,user_b8cf6873
pet_2fe54f76,Donna,Dog,Bulldog,2016-03-01,user_4a5a45a8
pet_f5f14d4c,Debra,Dog,Rottweiler,2024-01-02,user_710567eb
pet_ebf31898,Christopher,Rabbit,Netherland Dwarf,2012-08-18,user_c0227cf7
pet_a4de46ad,Eric,Dog,Dachshund,2016-07-27,user_5c8fad6f
pet_e465e577,Jennifer,Cat,Persian,2022-12-24,user_8adf256d
pet_97ee03f0,Charles,Dog,German Shepherd,2016-11-12,user_94c32b3b
pet_699decdb,Thomas,Cat,Persian,2025-02-15,user_fabf43c0
pet_df49e59f,Troy,Rabbit,Holland Lop,2023-07-23,user_220ef560
pet_d6b409d9,Shannon,Dog,Beagle,2019-09-14,user_0ac481d1
pet_f0f209ca,Amy,Bird,Macaw,2023-09-30,user_fa6d155f
pet_55a2ce57,Aaron,Dog,Golden Retriever,2022-11-01,user_8bff8506
pet_0d16c8c7,Natalie,Cat,Ragdoll,2011-07-31,user_8616619b
pet_9cf48340,Maria,Bird,Macaw,2011-10-28,user_b0bf6339
pet_4aa5717c,Cory,Cat,Sphynx,2012-06-13,user_5ccb7fb2
pet_69fa32df,Thomas,Bird,Finch,2016-05-13,user_c24583ba
pet_b3ee0237,John,Dog,Bulldog,2023-10-01,user_355c0344
pet_9945ee2e,Linda,Dog,Poodle,2022-04-26,user_a165612e
pet_315bd017,Lisa,Cat,Persian,2016-07-07,user_9621ea08
pet_aa372241,Crystal,Bird,Cockatiel,2024-10-14,user_e6bf367f
pet_86876042,Amanda,Dog,Beagle,2019-06-23,user_839f8082
pet_0ace98b8,Kelly,Bird,Parakeet,2017-09-03,user_4f56770a
pet_ba8dfcd0,Tina,Rabbit,Mini Rex,2023-09-09,user_75b7981d
pet_f8b07131,Lauren,Bird,Cockatiel,2023-03-13,user_d14d49ba
pet_789dfb3d,Denise,Bird,Finch,2023-08-06,user_f7110e74
pet_a4b06863,Christopher,Cat,Bengal,2013-10-08,user_d14d49ba
pet_c4431d65,Jerry,Dog,Rottweiler,2012-07-11,user_43347762
pet_d00b2817,Christopher,Cat,Sphynx,2010-02-08,user_aa33c894
pet_b90a2394,Brittney,Bird,Macaw,2024-11-01,user_30bba31b
pet_00ae5b97,Amber,Bird,Cockatiel,2025-06-27,user_a0f3111d
pet_ff2c25f0,Lindsey,Bird,Cockatiel,2016-12-06,user_c297aefc
pet_2548a3ff,Cathy,Rabbit,Netherland Dwarf,2016-05-30,user_84194b6d
pet_dc2bffbf,Tony,Dog,Bulldog,2023-11-06,user_fdada35c
pet_62dc93fb,Karen,Dog,Rottweiler,2021-08-25,user_3bad2297
pet_258d4127,Sharon,Cat,Maine Coon,2021-07-24,user_220ef560
pet_72f85484,Hannah,Cat,British Shorthair,2017-09-25,user_b8cf6873
pet_2f696ff2,Meghan,Dog,Labrador,2014-10-16,user_8b333720
pet_d1ce9b89,April,Dog,Rottweiler,2018-10-24,user_894bbc47
pet_9d8fe3fb,Kevin,Rabbit,Mini Rex,2019-06-12,user_e8f448eb
pet_874e5208,Jacqueline,Bird,Finch,2024-05-29,user_5e656aa8
pet_3659da88,Patrick,Bird,Parakeet,2025-02-11,user_554ccc4e
pet_72eb17bc,Anthony,Bird,Parakeet,2017-09-01,user_f6a3219c
pet_940a0278,Tiffany,Bird,Finch,2014-10-21,user_65b2d2fa
pet_0a95dfde,Jeffrey,Rabbit,Mini Rex,2021-02-07,user_7ab0a141
pet_b1300fd4,Kelly,Bird,Macaw,2025-10-25,user_a0ac281c
pet_ca67f253,Sharon,Cat,Ragdoll,2014-09-04,user_8adf256d
pet_8ff26e2c,Bruce,Rabbit,Holland Lop,2013-05-01,user_d2982515
pet_d8f61237,Michelle,Cat,Maine Coon,2014-05-23,user_ad254934
pet_2e1d0ac7,Christopher,Cat,Ragdoll,2020-11-10,user_4083fd6b
pet_714d8eeb,Steven,Dog,Labrador,2011-07-10,user_ac9f9608
pet_5df10428,Brian,Dog,Golden Retriever,2019-03-05,user_e4288b9d
pet_764de6a7,Erica,Rabbit,Netherland Dwarf,2011-03-06,user_5a21b307
pet_0010e912,Mary,Cat,Persian,2020-04-15,user_64275f27
pet_346f9f2f,Devin,Bird,Finch,2016-10-03,user_d88df8ba
pet_f0ae0ce5,Krystal,Cat,Persian,2010-02-18,user_a93cae19
