appointment_id,pet_owner_id,pet_id,groomer_id,appointment_datetime,cost
1204,132,3,561,2027-06-22 15:24:58,122
1205,384,2,598,2026-08-06 03:44:38,146
1206,450,1,512,2025-12-03 19:57:54,93
1207,500,2,596,2027-04-15 04:21:18,118
1208,357,1,595,2026-12-11 04:35:52,108
1209,322,1,511,2026-09-22 11:24:20,81
1210,310,2,539,2025-03-27 20:42:03,90
1211,223,2,509,2026-06-18 11:47:43,134
1212,304,1,577,2027-04-13 08:15:02,94
1213,426,3,593,2027-10-23 02:04:51,93
1214,60,1,581,2025-09-16 02:00:47,140
1215,413,1,545,2026-03-21 23:33:35,123
1216,246,1,585,2027-09-19 08:52:02,154
1217,115,2,542,2025-09-22 16:29:33,153
1218,12,3,519,2027-11-12 13:59:10,97
1219,254,1,563,2026-08-25 14:34:40,156
1220,196,1,581,2025-04-12 13:49:55,160
1221,81,1,524,2026-06-02 18:07:25,121
1222,374,3,586,2025-02-17 12:58:15,113
1223,62,2,552,2026-07-10 13:51:26,118
1224,12,1,542,2025-05-05 20:20:07,152
1225,89,1,561,2027-06-12 12:01:22,130
1226,457,3,594,2026-03-28 20:12:23,147
1227,422,3,518,2027-10-28 08:41:50,130
1228,327,1,574,2025-12-29 20:45:58,100
1229,318,2,570,2026-01-18 02:47:11,123
1230,34,3,540,2027-09-17 15:12:02,103
1231,145,1,590,2026-02-09 19:30:07,115
1232,304,2,570,2025-07-30 03:38:14,146
1233,461,1,572,2025-05-21 13:48:58,102
1234,45,3,524,2024-12-16 01:23:13,102
1235,76,1,595,2025-08-28 23:08:27,111
1236,348,2,538,2026-12-14 00:03:17,128
1237,374,2,527,2026-12-13 05:05:02,149
1238,37,2,515,2025-03-10 13:44:43,98
1239,358,2,558,2027-06-29 07:51:35,98
1240,128,3,593,2024-12-05 09:58:18,102
1241,409,1,526,2026-06-04 17:53:17,73
1242,372,2,572,2026-08-26 04:17:15,101
1243,215,3,561,2027-05-03 17:47:13,122
1244,464,1,504,2025-07-31 00:18:43,123
1245,280,3,544,2027-11-20 15:37:12,134
1246,317,2,561,2025-04-19 16:58:10,108
1247,96,3,508,2025-06-14 10:38:27,129
1248,27,1,582,2027-09-03 00:30:06,106
1249,306,1,533,2026-12-25 04:44:57,133
1250,230,2,570,2026-07-19 20:28:35,149
1251,281,2,577,2026-11-21 08:26:58,106
1252,325,1,551,2025-06-01 01:00:55,85
1253,24,1,549,2025-03-27 16:05:51,155
1254,156,2,563,2026-07-12 10:04:43,155
1255,352,1,562,2027-06-11 12:20:21,92
1256,397,2,569,2025-02-28 16:13:05,100
1257,301,1,561,2025-11-16 06:33:38,122
1258,243,1,526,2027-06-01 06:04:37,70
1259,150,2,524,2026-05-22 20:55:43,125
1260,494,2,521,2026-07-06 08:28:34,131
1261,144,2,513,2025-07-03 02:50:57,126
1262,144,3,506,2025-12-21 15:15:28,109
1263,138,1,546,2025-12-11 15:05:59,82
1264,339,1,516,2025-07-30 06:22:59,121
1265,367,2,542,2027-02-05 11:06:38,146
1266,483,2,598,2025-10-22 03:02:13,130
1267,493,1,599,2025-03-18 12:50:04,85
1268,459,2,586,2025-05-04 08:51:56,93
1269,409,1,522,2025-02-07 14:44:37,72
1270,212,1,580,2027-06-07 08:38:41,120
1271,491,3,557,2027-02-16 14:13:01,119
1272,250,1,527,2026-08-12 11:52:01,160
1273,64,2,556,2027-07-07 22:55:39,116
1274,272,2,526,2026-07-13 12:29:10,94
1275,223,3,560,2026-09-25 05:51:32,121
1276,165,1,581,2026-12-11 18:01:56,158
1277,346,3,555,2025-01-26 11:30:49,82
1278,115,1,560,2027-02-01 19:37:46,124
1279,252,1,573,2025-08-28 17:38:54,125
1280,235,1,573,2027-09-04 14:13:26,109
1281,252,1,565,2026-03-31 06:56:44,157
1282,229,1,581,2026-06-18 17:12:45,163
1283,147,1,555,2026-10-28 21:11:59,106
1284,47,3,536,2026-03-29 03:59:33,116
1285,97,3,527,2026-10-31 13:08:50,138
1286,407,1,596,2027-07-14 19:06:24,126
1287,461,3,599,2025-04-17 11:01:44,71
1288,317,2,518,2025-07-24 06:56:41,133
1289,274,2,557,2027-11-13 04:37:21,115
1290,435,3,591,2026-12-15 19:09:41,153
1291,373,3,580,2027-10-22 18:33:51,129
1292,185,1,597,2027-08-15 18:37:39,136
1293,153,1,581,2027-05-09 01:11:13,161
1294,297,1,508,2026-12-28 08:59:18,137
1295,177,1,556,2026-05-23 20:33:59,125
1296,332,1,571,2027-01-09 02:18:49,108
1297,45,3,553,2026-03-04 19:14:36,111
1298,299,3,547,2025-09-10 21:30:07,133
1299,488,1,504,2025-03-19 19:04:45,150
1300,313,3,504,2025-08-18 03:32:41,135
1301,307,2,565,2027-04-04 02:58:18,147
1302,487,2,575,2026-05-10 12:33:58,102
1303,262,3,536,2026-10-04 05:12:10,92
1304,383,3,592,2026-02-03 04:41:15,132
1305,408,1,570,2025-04-19 09:44:47,122
1306,85,3,585,2025-07-23 19:58:33,153
1307,25,2,575,2026-01-18 17:52:49,97
1308,491,2,526,2025-01-06 03:14:22,96
1309,485,1,573,2025-02-07 00:50:36,110
1310,132,1,597,2025-10-15 18:53:26,117
1311,179,1,521,2026-02-27 13:00:29,136
1312,244,1,518,2026-04-26 17:07:35,156
1313,294,2,544,2027-06-05 19:52:12,146
1314,244,1,540,2027-06-12 18:49:32,95
1315,6,3,515,2027-02-01 00:56:55,94
1316,47,2,588,2026-03-23 22:52:15,115
1317,161,3,519,2026-04-26 09:13:09,79
1318,268,1,581,2027-09-20 10:02:14,152
1319,223,3,583,2025-01-26 13:30:22,130
1320,180,1,580,2025-12-05 12:52:21,134
1321,339,2,556,2026-07-10 07:20:26,119
1322,338,1,521,2027-11-16 23:11:33,117
1323,214,2,582,2027-02-11 11:12:33,104
1324,2,1,548,2027-05-02 06:56:02,132
1325,490,2,511,2024-11-30 11:06:53,81
1326,222,2,546,2025-07-28 02:40:01,77
1327,254,2,588,2027-02-15 00:14:54,94
1328,271,1,528,2027-05-15 18:44:40,99
1329,169,1,531,2027-01-06 01:08:36,161
1330,400,1,562,2027-05-01 20:15:55,96
1331,235,1,570,2026-04-09 21:19:00,126
1332,126,1,576,2027-04-21 06:11:58,132
1333,484,2,541,2026-04-03 00:06:54,79
1334,38,2,564,2026-03-13 16:09:24,118
1335,480,3,568,2025-03-01 21:46:51,86
1336,452,2,513,2026-09-14 15:33:50,140
1337,385,2,541,2025-10-27 04:23:59,78
1338,457,2,582,2025-05-31 22:56:35,100
1339,284,2,596,2026-06-02 19:38:32,129
1340,122,3,502,2027-05-20 05:33:03,100
1341,215,1,554,2025-10-02 05:38:03,120
1342,373,2,567,2025-05-20 07:35:09,107
1343,139,1,530,2026-02-08 23:18:03,141
1344,232,2,554,2024-12-29 06:45:27,119
1345,131,1,531,2026-09-19 05:11:43,162
1346,250,1,553,2025-10-02 05:43:34,113
1347,405,1,539,2027-10-15 10:58:59,102
1348,57,1,546,2027-01-27 04:38:56,100
1349,23,2,552,2026-09-22 17:13:59,122
1350,392,1,532,2025-11-23 13:56:35,109
1351,491,2,503,2026-10-02 09:17:29,141
1352,448,1,533,2026-02-02 21:45:54,140
1353,414,1,560,2025-09-13 22:47:33,137
1354,472,1,576,2026-02-06 23:48:40,138
1355,422,3,542,2026-01-13 15:35:33,158
1356,428,1,510,2027-08-19 10:22:30,111
1357,293,2,506,2024-12-29 19:22:55,124
1358,440,1,589,2026-06-24 04:07:56,76
1359,294,2,547,2026-10-25 12:32:52,115
1360,206,1,600,2026-05-31 16:41:14,105
1361,154,1,554,2027-07-14 05:00:24,101
1362,143,3,596,2026-06-18 08:41:57,118
1363,445,3,536,2025-07-10 23:44:19,101
1364,462,3,595,2027-05-17 15:55:11,101
1365,138,2,508,2027-08-21 15:07:50,147
1366,236,1,537,2027-11-04 17:18:14,115
1367,244,2,580,2026-11-30 04:29:49,121
1368,297,2,578,2025-06-09 07:20:05,105
1369,191,1,534,2025-09-19 11:19:18,74
1370,464,3,522,2025-07-16 08:24:13,73
1371,499,3,501,2026-02-23 15:03:29,121
1372,327,2,523,2026-07-13 13:19:57,73
1373,59,1,521,2027-09-14 08:48:55,132
1374,188,3,505,2025-12-12 01:26:34,117
1375,228,2,508,2025-11-21 12:13:21,145
1376,97,2,518,2026-12-30 11:59:09,136
1377,494,1,593,2027-11-11 03:38:00,85
1378,110,3,600,2026-06-27 21:34:48,115
1379,34,2,584,2025-05-09 10:08:29,107
1380,337,1,507,2025-12-21 03:40:05,125
1381,164,1,512,2025-04-07 06:35:13,112
1382,346,1,588,2026-11-16 07:23:02,100
1383,208,1,502,2025-08-29 23:17:49,90
1384,373,1,508,2025-10-18 04:36:28,128
1385,451,2,521,2026-07-27 21:36:24,117
1386,204,1,512,2025-10-26 20:55:29,104
1387,115,1,588,2025-12-18 05:31:59,108
1388,411,2,591,2025-07-05 06:15:56,147
1389,394,1,549,2026-05-14 10:02:58,131
1390,239,2,575,2025-01-24 12:54:29,80
1391,109,1,600,2026-03-06 12:18:04,102
1392,337,1,518,2025-03-13 03:39:20,134
1393,289,2,515,2027-06-22 05:05:03,100
1394,456,2,503,2027-05-07 21:23:46,145
1395,139,2,535,2025-03-19 16:10:13,134
1396,331,1,579,2025-01-10 12:33:38,136
1397,213,1,559,2025-05-30 15:54:22,90
1398,40,2,554,2027-02-19 10:05:08,108
1399,199,1,526,2026-11-25 00:15:45,72
1400,5,3,542,2027-05-26 08:38:00,160
1401,239,3,599,2027-11-20 07:37:03,78
1402,438,1,514,2025-07-09 01:18:41,138
1403,380,1,581,2026-12-31 00:19:50,156
1404,425,1,557,2025-10-29 21:04:40,117
1405,224,1,593,2025-12-13 09:50:50,108
1406,194,1,565,2025-12-07 23:39:17,148
1407,477,1,595,2027-03-04 17:19:00,105
1408,260,2,585,2027-08-16 05:11:36,151
1409,103,3,512,2026-12-23 23:17:14,106
1410,450,2,542,2026-08-27 13:04:03,157
1411,94,2,562,2026-02-07 12:53:26,104
1412,389,2,504,2025-08-23 00:21:54,151
1413,72,2,534,2025-08-30 21:54:48,90
1414,283,1,580,2027-08-04 22:57:02,143
1415,39,2,570,2026-07-13 21:31:38,120
1416,470,1,503,2026-03-19 17:43:44,152
1417,421,2,587,2027-05-06 03:30:43,126
1418,350,2,594,2027-09-11 16:07:41,159
1419,412,1,586,2026-11-06 17:17:05,106
1420,77,1,565,2026-09-05 14:09:04,147
1421,305,2,541,2027-01-08 08:24:59,72
1422,47,2,579,2027-08-18 13:15:24,148
1423,268,1,550,2026-10-08 00:33:25,111
1424,146,1,507,2026-03-11 03:49:14,102
1425,423,2,505,2027-05-07 06:23:50,89
1426,476,2,578,2026-06-05 05:53:05,114
1427,284,2,530,2027-07-26 13:27:08,131
1428,438,1,577,2026-09-14 14:03:07,82
1429,307,2,508,2027-06-10 04:53:26,144
1430,88,2,572,2027-06-10 13:41:06,80
1431,92,1,506,2026-06-19 02:11:49,122
1432,339,1,594,2026-07-11 18:50:58,137
1433,297,1,575,2026-08-22 18:04:39,91
1434,271,2,589,2024-12-10 08:47:48,74
1435,251,1,531,2025-08-26 17:02:59,158
1436,226,1,548,2027-04-17 21:18:06,149
1437,294,1,503,2027-02-03 05:06:36,150
1438,353,1,537,2027-02-16 15:26:00,122
1439,92,1,596,2025-07-07 22:10:29,135
1440,412,2,598,2025-12-06 18:26:32,133
1441,263,2,529,2026-05-09 21:37:45,90
1442,483,3,584,2026-06-14 21:57:43,126
1443,8,3,567,2025-03-25 21:43:47,121
1444,336,1,561,2025-04-22 01:54:04,107
1445,129,2,538,2026-06-29 23:08:35,146
1446,227,3,562,2026-10-17 09:29:59,99
1447,435,2,564,2027-10-21 15:52:24,115
1448,317,1,532,2026-11-06 20:51:34,98
1449,192,2,506,2025-11-29 17:52:29,131
1450,222,1,527,2025-05-21 13:54:19,158
1451,435,1,583,2027-06-02 03:31:18,155
1452,67,3,514,2025-10-23 07:43:41,123
1453,9,1,545,2025-10-12 05:32:11,121
1454,167,3,571,2025-01-11 03:21:41,95
1455,496,1,586,2026-07-07 23:26:33,102
1456,288,2,535,2027-08-29 18:11:29,133
1457,142,1,596,2027-02-21 23:22:41,107
1458,253,1,553,2027-08-21 06:18:00,108
1459,320,1,547,2026-09-30 20:57:57,141
1460,213,3,583,2026-01-23 18:15:45,137
1461,75,3,574,2027-07-30 20:08:18,91
1462,60,2,547,2026-12-25 04:24:24,122
1463,448,1,525,2027-05-23 16:12:19,130
1464,37,1,514,2027-06-28 19:59:38,145
1465,287,1,517,2025-12-21 22:40:37,104
1466,499,3,556,2027-11-25 04:32:16,122
1467,498,1,569,2026-02-21 13:33:58,94
1468,319,1,538,2024-12-28 12:32:34,122
1469,281,1,506,2027-03-22 02:01:30,127
1470,345,3,535,2027-10-27 19:22:22,117
1471,169,1,535,2026-12-09 21:53:15,121
1472,343,2,504,2024-11-29 12:38:54,140
1473,277,2,537,2025-10-31 04:59:08,111
1474,10,1,593,2025-05-13 08:14:43,96
1475,498,1,593,2026-04-27 21:17:09,88
1476,132,2,529,2026-08-11 23:20:48,105
1477,315,2,574,2025-08-08 16:54:20,115
1478,128,1,503,2026-02-02 04:08:27,147
1479,336,2,527,2026-07-10 20:01:58,153
1480,480,1,569,2025-06-04 06:13:06,98
1481,365,1,509,2024-12-10 22:38:09,129
1482,402,3,577,2026-06-16 20:05:33,85
1483,273,2,544,2025-01-21 09:08:33,145
1484,15,1,588,2025-10-11 02:00:06,100
1485,87,3,572,2027-07-15 11:25:10,109
1486,192,2,539,2026-11-23 01:07:28,104
1487,118,3,575,2025-08-24 23:42:13,101
1488,53,1,522,2025-10-16 16:12:49,91
1489,282,1,504,2027-07-28 00:51:56,135
1490,25,1,598,2025-12-26 12:59:34,158
1491,202,1,552,2026-11-27 20:36:39,108
1492,180,1,579,2025-04-07 04:02:42,151
1493,244,1,597,2025-12-31 08:02:45,124
1494,391,2,531,2026-09-28 19:17:38,156
1495,311,1,504,2025-06-25 19:45:42,124
1496,26,2,544,2025-10-30 09:41:59,151
1497,304,2,505,2026-10-22 19:13:04,94
1498,353,1,558,2026-01-02 02:05:55,86
1499,458,2,557,2026-06-13 01:20:52,97
1500,373,3,580,2025-04-01 09:07:34,140
1501,413,1,555,2027-03-29 19:59:20,94
1502,187,3,504,2026-03-17 19:08:28,135
1503,216,2,550,2025-02-13 03:28:30,123
1504,194,2,556,2027-04-27 13:04:06,121
1505,58,2,569,2027-05-29 00:22:40,103
1506,296,2,517,2025-01-26 16:02:15,99
1507,441,3,571,2027-01-23 17:09:26,117
1508,389,3,548,2027-01-29 06:46:00,127
1509,156,1,519,2026-08-18 09:24:21,92
1510,73,1,566,2025-09-29 02:44:45,91
1511,215,3,559,2026-08-27 16:04:01,86
1512,37,3,553,2026-05-10 01:43:33,123
1513,392,1,535,2025-02-05 22:52:50,134
1514,43,1,569,2027-11-03 21:32:31,89
1515,64,2,562,2026-03-08 18:11:49,85
1516,320,3,539,2025-12-05 12:07:38,106
1517,22,1,530,2027-09-14 04:51:29,139
1518,64,1,516,2025-04-04 00:39:23,134
1519,120,1,565,2027-10-31 23:41:19,160
1520,149,1,558,2027-05-30 04:23:10,97
1521,402,1,550,2026-08-05 07:50:23,110
1522,386,1,516,2026-04-16 20:42:18,125
1523,383,2,553,2026-04-23 22:28:58,120
1524,11,1,553,2026-01-13 16:59:59,117
1525,50,1,541,2026-07-10 03:53:55,86
1526,103,3,555,2027-03-27 15:47:38,86
1527,208,1,568,2026-05-07 15:00:31,94
1528,424,3,592,2025-05-18 05:01:36,133
1529,267,1,535,2027-07-31 10:38:20,143
1530,491,3,583,2025-10-17 20:23:42,142
1531,435,3,581,2024-12-27 07:55:46,153
1532,416,2,571,2025-05-05 08:26:38,118
1533,66,1,573,2027-02-20 20:47:07,118
1534,476,2,536,2024-12-28 00:17:09,90
1535,266,2,548,2026-07-21 04:59:57,141
1536,366,2,527,2025-07-13 20:58:32,133
1537,225,3,582,2025-12-23 05:22:01,111
1538,488,1,592,2025-02-12 09:18:36,132
1539,459,2,575,2026-02-03 06:08:14,80
1540,129,2,588,2027-04-24 22:50:32,101
1541,84,1,504,2025-10-25 05:59:35,128
1542,164,2,546,2026-03-28 12:55:00,90
1543,374,3,519,2025-12-31 13:38:31,96
1544,171,2,539,2026-11-13 09:17:56,108
1545,23,2,549,2026-02-27 07:51:15,141
1546,226,2,514,2025-01-15 07:44:31,135
1547,386,2,544,2026-04-06 17:33:21,132
1548,151,1,554,2026-12-12 09:23:03,125
1549,192,2,593,2025-09-18 14:42:56,110
1550,239,3,506,2027-06-25 23:53:05,126
1551,295,1,519,2027-07-12 00:07:49,95
1552,107,1,579,2025-07-05 18:20:33,155
1553,26,3,520,2027-03-22 07:56:00,124
1554,313,1,599,2027-02-07 23:05:34,94
1555,75,3,560,2027-10-31 04:29:03,141
1556,218,1,551,2026-05-03 15:33:41,109
1557,213,2,541,2026-04-14 06:55:30,84
1558,366,1,526,2025-10-28 07:30:53,97
1559,288,3,570,2027-05-25 22:58:47,127
1560,286,1,539,2025-05-26 00:40:49,99
1561,234,1,537,2027-11-03 18:34:20,124
1562,462,3,525,2025-11-17 13:51:07,154
1563,256,3,553,2027-03-29 20:41:53,135
1564,215,2,570,2026-02-13 21:15:40,145
1565,408,1,582,2026-10-18 02:12:40,101
1566,254,3,525,2026-04-30 22:45:20,145
1567,293,2,527,2027-06-14 19:18:22,156
1568,41,1,512,2025-09-06 20:57:33,115
1569,497,1,561,2027-04-10 02:47:26,130
1570,134,2,575,2027-01-25 18:17:45,95
1571,97,1,553,2027-01-11 23:35:09,127
1572,310,2,600,2025-09-27 03:30:03,101
1573,31,1,543,2026-08-13 17:03:11,137
1574,389,1,587,2026-05-27 06:39:42,125
1575,228,2,533,2025-05-12 07:48:21,140
1576,228,2,569,2025-06-04 10:18:27,87
1577,455,1,576,2026-11-29 08:21:52,136
1578,405,2,589,2026-05-03 01:56:27,87
1579,411,1,553,2027-08-02 19:02:46,109
1580,333,2,580,2026-05-07 14:43:48,137
1581,34,2,553,2027-06-21 08:08:48,111
1582,380,1,553,2027-10-17 00:56:07,119
1583,496,3,520,2026-12-06 00:34:08,121
1584,385,2,565,2027-08-03 21:45:20,142
1585,73,1,562,2025-01-31 04:36:11,83
1586,157,1,522,2026-12-30 18:59:18,90
1587,462,3,543,2027-05-12 02:56:29,136
1588,188,3,502,2025-09-17 14:45:20,98
1589,50,1,567,2025-06-01 22:59:10,100
1590,171,2,516,2025-01-31 20:10:33,133
1591,227,3,559,2027-10-17 20:24:15,111
1592,272,2,598,2025-10-31 17:03:29,156
1593,34,2,534,2026-04-04 02:44:45,70
1594,132,2,536,2027-07-07 11:19:53,112
1595,288,1,528,2027-06-29 14:42:16,100
1596,350,3,566,2027-06-10 22:43:45,120
1597,434,1,594,2025-12-12 15:01:44,153
1598,476,1,581,2026-02-08 11:45:00,154
1599,217,2,580,2025-12-15 06:19:24,127
1600,216,1,515,2025-08-09 00:52:24,111
1601,369,2,516,2027-09-20 06:00:26,139
1602,332,3,597,2025-02-14 18:24:07,110
1603,132,2,550,2026-02-16 11:21:50,130
1604,212,2,600,2026-11-19 11:17:43,112
1605,195,2,533,2026-10-01 06:11:10,134
1606,491,1,518,2027-02-10 04:48:44,141
1607,168,1,569,2025-11-27 05:03:36,88
1608,272,3,548,2027-01-13 06:04:49,130
1609,490,3,578,2026-12-27 05:03:01,104
1610,58,1,541,2025-02-25 14:03:16,98
1611,120,3,582,2025-12-30 13:45:59,92
1612,207,1,561,2025-12-19 13:07:26,121
1613,366,2,518,2027-10-26 08:45:33,127
1614,454,1,581,2026-09-13 21:06:27,161
1615,64,2,504,2025-05-16 16:38:30,150
1616,329,1,578,2026-06-09 11:37:23,109
1617,12,1,512,2025-04-05 04:16:57,94
1618,475,1,584,2026-09-19 11:41:54,122
1619,284,3,528,2025-10-06 14:45:02,98
1620,343,2,503,2026-07-11 09:23:32,140
1621,323,3,584,2025-09-18 14:29:31,126
1622,387,1,504,2027-10-15 03:28:45,144
1623,82,1,502,2026-03-26 15:53:23,112
1624,227,1,556,2025-04-20 09:43:49,118
1625,144,3,514,2027-08-19 17:11:14,117
1626,98,1,598,2025-05-13 13:24:03,135
1627,358,3,522,2025-01-02 11:46:21,69
1628,399,1,523,2025-07-03 15:33:28,62
1629,279,1,593,2025-03-21 23:13:35,89
1630,291,1,557,2025-05-17 13:29:00,120
1631,75,3,565,2025-02-16 19:22:22,142
1632,159,1,596,2026-08-13 18:51:36,120
1633,364,1,583,2024-12-14 01:18:38,144
1634,439,2,512,2026-03-11 22:33:11,89
1635,483,1,552,2026-07-18 15:26:09,111
1636,317,3,547,2025-04-04 22:01:48,140
1637,407,3,513,2026-06-28 04:41:15,115
1638,229,1,544,2025-07-21 11:00:36,140
1639,396,3,524,2025-04-19 03:25:50,98
1640,298,1,536,2027-01-16 00:29:27,99
1641,244,1,521,2027-11-09 09:04:32,113
1642,491,3,509,2026-03-02 07:39:30,151
1643,362,1,532,2026-08-15 05:19:43,110
1644,20,1,501,2025-12-21 08:05:41,134
1645,498,1,513,2027-09-24 00:44:44,112
1646,39,2,514,2026-02-21 01:11:24,115
1647,462,3,575,2026-12-14 17:40:10,110
1648,56,1,538,2026-08-30 07:26:14,120
1649,232,1,572,2026-09-21 15:30:07,98
1650,73,1,566,2027-04-20 07:15:13,95
1651,133,1,595,2025-08-26 15:47:23,98
1652,242,1,516,2025-12-28 01:23:13,117
1653,89,2,593,2026-06-21 14:46:13,100
1654,472,1,599,2027-04-05 22:30:55,68
1655,34,2,591,2024-12-22 02:49:36,161
1656,43,1,582,2025-06-24 23:46:06,95
1657,64,2,540,2027-01-20 09:37:12,110
1658,139,1,579,2026-02-28 21:30:15,150
1659,4,2,531,2026-02-26 02:22:45,145
1660,478,1,573,2027-11-23 20:58:51,114
1661,189,2,577,2025-07-04 11:40:44,108
1662,370,3,582,2026-07-04 16:21:33,116
1663,154,1,568,2024-12-17 13:59:26,74
1664,486,1,570,2025-10-27 13:38:44,126
1665,53,3,570,2027-11-18 05:48:43,131
1666,424,2,502,2026-10-15 07:29:29,101
1667,291,1,520,2026-01-26 07:10:17,107
1668,320,2,554,2025-08-17 11:29:16,130
1669,82,2,588,2027-05-31 18:43:41,92
1670,287,1,598,2027-02-17 18:16:50,150
1671,430,1,580,2026-03-26 08:16:44,121
1672,145,2,585,2027-10-21 16:03:04,140
1673,243,1,546,2027-04-29 06:26:32,105
1674,91,2,594,2026-02-10 01:03:09,148
1675,444,2,566,2026-03-13 03:20:23,107
1676,83,3,516,2025-11-24 03:03:58,140
1677,72,2,525,2025-06-18 04:43:59,128
1678,187,1,523,2027-01-05 05:36:02,90
1679,408,1,577,2026-02-14 07:52:28,108
1680,332,2,562,2026-02-14 22:20:48,82
1681,303,2,576,2026-06-06 06:19:03,156
1682,369,1,507,2026-11-06 11:24:41,115
1683,192,1,542,2025-07-09 23:06:05,164
1684,194,1,520,2025-04-09 17:56:03,108
1685,48,2,566,2025-06-10 16:57:55,94
1686,287,1,546,2027-05-29 17:16:09,75
1687,366,1,584,2027-06-27 14:04:26,131
1688,473,3,590,2026-03-06 15:43:26,129
1689,121,3,521,2026-11-24 04:44:43,115
1690,12,2,538,2025-12-09 03:25:53,139
1691,332,2,529,2027-04-18 00:02:07,111
1692,106,1,522,2025-05-17 03:52:08,90
1693,20,2,508,2026-12-12 04:06:31,128
1694,214,1,577,2025-07-04 19:34:13,83
1695,77,1,588,2027-08-22 11:11:19,96
1696,250,2,580,2026-08-07 11:59:20,134
1697,349,1,591,2026-05-09 06:37:11,134
1698,92,3,522,2027-09-11 22:13:48,70
1699,439,2,578,2026-10-22 07:01:28,108
1700,215,3,531,2027-05-10 13:34:15,132
1701,315,2,530,2025-10-31 14:57:06,156
1702,114,1,531,2027-03-27 06:29:14,146
1703,184,1,596,2026-02-12 21:39:53,120
1704,423,1,584,2027-05-15 09:27:30,132
1705,349,2,504,2025-06-21 17:17:02,131
1706,462,3,573,2026-03-22 22:28:33,109
1707,397,2,523,2026-10-01 11:26:22,88
1708,383,1,567,2026-01-21 17:12:31,123
1709,4,1,597,2025-11-02 13:41:12,140
1710,149,1,503,2027-09-10 10:01:30,144
1711,275,1,515,2027-03-16 23:07:28,96
1712,189,2,587,2026-12-27 10:02:58,140
1713,279,2,543,2027-11-15 04:06:36,153
1714,73,1,573,2026-03-24 08:58:49,128
1715,193,2,502,2027-07-09 02:48:50,88
1716,483,3,557,2027-01-11 20:52:30,98
1717,14,3,599,2027-03-12 15:52:49,87
1718,300,3,513,2025-04-06 11:07:36,119
1719,339,1,553,2025-02-20 16:30:12,115
1720,440,3,507,2027-01-08 20:31:50,106
1721,14,3,519,2026-08-15 13:11:09,88
1722,231,1,591,2026-12-14 00:18:31,160
1723,36,2,578,2026-05-18 22:20:56,113
1724,190,2,550,2026-05-10 09:37:17,120
1725,130,1,542,2025-06-24 20:32:00,136
1726,150,3,573,2025-07-19 15:41:54,102
1727,118,1,581,2026-10-19 04:43:18,150
1728,213,3,576,2025-04-15 03:12:48,143
1729,20,1,524,2027-02-10 15:27:58,103
1730,143,3,595,2027-07-19 12:22:33,97
1731,323,3,536,2027-09-27 00:14:08,90
1732,226,1,552,2026-08-19 12:52:17,132
1733,161,1,600,2025-05-29 01:18:52,89
1734,380,2,586,2026-06-12 10:52:27,94
1735,139,1,587,2027-04-09 13:03:58,112
1736,56,1,568,2025-07-21 15:13:58,72
1737,88,2,509,2025-01-21 19:50:04,143
1738,364,2,578,2026-06-08 16:08:51,109
1739,216,1,563,2026-02-16 12:10:38,154
1740,296,1,598,2026-01-05 22:33:19,151
1741,267,1,528,2025-07-24 18:57:22,78
1742,150,2,549,2025-08-18 18:41:30,142
1743,260,1,572,2026-03-10 00:38:48,103
1744,453,2,567,2025-07-31 07:22:34,130
1745,378,1,524,2027-03-03 07:26:36,109
1746,304,1,588,2026-09-23 06:41:40,120
1747,265,1,519,2025-05-17 16:55:32,80
1748,337,1,595,2026-10-15 18:04:22,110
1749,345,3,511,2026-02-19 13:24:09,94
1750,499,3,525,2026-03-21 04:19:04,145
1751,365,1,592,2025-02-25 09:32:01,122
1752,160,1,509,2027-06-25 22:41:50,137
1753,57,3,550,2026-05-19 17:21:49,118
1754,186,1,564,2025-09-07 04:43:21,119
1755,82,2,568,2024-12-21 17:02:38,85
1756,370,2,587,2025-08-18 15:39:57,139
1757,205,2,522,2026-02-06 22:12:15,77
1758,194,1,559,2025-07-17 07:48:03,82
1759,187,1,526,2025-09-22 16:33:51,75
1760,424,3,579,2027-02-01 23:56:36,158
1761,316,2,514,2026-04-20 20:39:57,134
1762,327,1,538,2026-03-11 11:10:50,122
1763,161,3,513,2026-03-02 03:01:44,110
1764,316,1,594,2026-07-19 04:33:28,142
1765,184,2,513,2025-06-23 21:34:02,139
1766,129,3,546,2027-10-26 02:27:45,92
1767,407,2,552,2026-01-06 22:58:04,113
1768,368,1,599,2025-07-13 05:23:10,78
1769,213,1,590,2024-12-31 13:12:57,132
1770,402,2,566,2026-10-10 11:13:08,110
1771,109,2,549,2027-09-09 02:49:43,130
1772,343,2,509,2026-07-15 14:34:48,130
1773,313,3,570,2027-02-02 20:46:37,142
1774,480,3,591,2025-10-19 06:22:23,134
1775,455,1,524,2025-12-22 07:30:04,102
1776,356,1,528,2025-09-25 22:27:10,82
1777,7,1,568,2025-07-31 07:44:33,70
1778,47,3,576,2026-05-03 19:56:47,152
1779,369,1,510,2026-03-23 19:15:32,90
1780,67,2,521,2025-05-18 22:21:50,114
1781,215,2,549,2026-04-27 02:19:15,134
1782,386,1,564,2027-03-13 18:40:01,117
1783,272,1,543,2025-09-07 03:41:14,127
1784,299,1,529,2025-03-01 17:33:42,104
